Provider,total_claims,total_billed,avg_billed,max_billed,avg_claim_duration,avg_hospital_stay,avg_deductible,avg_patient_age,inpatient_claims,outpatient_claims,unique_patients,unique_physicians,patient_death_rate,FraudLabel,inpatient_ratio,claims_per_patient,billed_per_patient,PotentialFraud,FraudProbability
PRV56369,1,80,80.0,80,1.0,0.0,0.0,57.0,0,1,1,1,0.0,0,0.0,1.0,80.0,No,0.0023
PRV56370,9,1620,180.0,500,0.5555555555555556,0.0,0.0,67.0,0,9,3,2,0.0,0,0.0,3.0,540.0,No,0.0011
PRV56373,1,10,10.0,10,0.0,0.0,0.0,84.0,0,1,1,1,0.0,0,0.0,1.0,10.0,No,0.0037
PRV56374,25,7570,302.8,2300,3.36,0.0,15.6,73.12,0,25,11,6,0.0,0,0.0,2.272727272727273,688.1818181818181,No,0.0022
PRV56375,54,15220,281.85185185185185,3000,1.6111111111111112,0.0,7.222222222222222,73.79629629629629,0,54,29,4,0.0,0,0.0,1.8620689655172413,524.8275862068965,No,0.0018
PRV56376,20,10780,539.0,6900,1.0,0.0,3.5,69.7,0,20,10,6,0.0,0,0.0,2.0,1078.0,No,0.013
PRV56377,1,60,60.0,60,0.0,0.0,0.0,66.0,0,1,1,1,0.0,0,0.0,1.0,60.0,No,0.0011
PRV56378,31,4480,144.51612903225808,600,1.2580645161290323,0.0,0.0,76.03225806451613,0,31,19,1,0.0,0,0.0,1.631578947368421,235.78947368421052,No,0.0046
PRV56379,53,16520,311.6981132075472,3300,0.7169811320754716,0.0,1.1320754716981132,72.90566037735849,0,53,26,11,0.0,0,0.0,2.0384615384615383,635.3846153846154,No,0.0013
PRV56380,21,6040,287.6190476190476,800,1.0476190476190477,0.0,0.0,66.95238095238095,0,21,10,3,0.0,0,0.0,2.1,604.0,No,0.0021
PRV56381,8,4720,590.0,3300,7.5,0.0,0.0,82.0,0,8,1,3,0.0,0,0.0,8.0,4720.0,No,0.004
PRV56384,49,29790,607.9591836734694,14000,1.489795918367347,0.32653061224489793,43.795918367346935,75.59183673469387,2,47,23,8,0.0,0,0.04081632653061224,2.130434782608696,1295.2173913043478,No,0.0158
PRV56385,22,2770,125.9090909090909,1500,0.9090909090909091,0.0,4.545454545454546,71.4090909090909,0,22,11,2,0.0,0,0.0,2.0,251.8181818181818,No,0.0038
PRV56387,1,90,90.0,90,0.0,0.0,0.0,78.0,0,1,1,1,0.0,0,0.0,1.0,90.0,No,0.0019
PRV56388,7,5300,757.1428571428571,2400,2.4285714285714284,0.0,0.0,69.85714285714286,0,7,6,5,0.14285714285714285,0,0.0,1.1666666666666667,883.3333333333334,No,0.0027
PRV56389,15,6520,434.6666666666667,2700,4.0,0.0,13.333333333333334,76.8,0,15,13,2,0.0,0,0.0,1.1538461538461537,501.53846153846155,No,0.0016
PRV56390,5,40220,8044.0,29000,6.6,6.2,443.2,62.6,2,3,5,5,0.0,0,0.4,1.0,8044.0,No,0.0177
PRV56391,2,150,75.0,100,0.0,0.0,0.0,70.5,0,2,2,2,0.0,0,0.0,1.0,75.0,No,0.0015
PRV56392,20,41860,2093.0,11000,3.4,2.85,322.9,71.65,6,14,10,7,0.0,1,0.3,2.0,4186.0,Yes,0.6915
PRV56393,10,2580,258.0,700,2.1,0.0,0.0,78.4,0,10,8,1,0.0,0,0.0,1.25,322.5,No,0.0024
PRV56394,32,15920,497.5,3300,2.96875,0.0,0.0,67.96875,0,32,14,5,0.0,0,0.0,2.2857142857142856,1137.142857142857,No,0.0023
PRV56395,7,107000,15285.714285714286,37000,5.0,5.0,1068.0,68.85714285714286,7,0,7,3,0.0,0,1.0,1.0,15285.714285714286,No,0.0617
PRV56396,83,289380,3486.5060240963853,29000,3.5421686746987953,2.5542168674698793,388.7951807228916,73.6867469879518,32,51,71,31,0.0,1,0.3855421686746988,1.1690140845070423,4075.774647887324,Yes,0.4847
PRV56397,47,9600,204.25531914893617,2400,1.3617021276595744,0.0,1.702127659574468,70.7872340425532,0,47,43,20,0.0,0,0.0,1.0930232558139534,223.25581395348837,No,0.0031
PRV56398,19,6030,317.36842105263156,4000,0.3157894736842105,0.3157894736842105,56.21052631578947,74.10526315789474,1,18,19,12,0.0,0,0.05263157894736842,1.0,317.36842105263156,No,0.0023
PRV56400,9,49800,5533.333333333333,28000,3.2222222222222223,3.0,356.0,74.22222222222223,3,6,9,7,0.0,1,0.3333333333333333,1.0,5533.333333333333,Yes,0.3074
PRV56401,143,27390,191.53846153846155,3300,0.5034965034965035,0.0,3.006993006993007,74.25874125874125,0,143,39,1,0.013986013986013986,0,0.0,3.6666666666666665,702.3076923076923,No,0.0236
PRV56403,34,78660,2313.529411764706,15000,1.1176470588235294,1.0588235294117647,290.94117647058823,71.17647058823529,10,24,31,8,0.0,1,0.29411764705882354,1.096774193548387,2537.4193548387098,Yes,0.3249
PRV56404,363,131660,362.69972451790636,8030,1.6253443526170799,0.0,3.2506887052341598,69.85950413223141,0,363,143,40,0.0,0,0.0,2.5384615384615383,920.6993006993007,No,0.0575
PRV56405,60,24090,401.5,3300,0.9666666666666667,0.0,4.333333333333333,70.23333333333333,0,60,53,21,0.0,0,0.0,1.1320754716981132,454.52830188679246,No,0.0047
PRV56406,201,44770,222.7363184079602,3300,0.8507462686567164,0.0,4.3283582089552235,73.80099502487562,0,201,72,7,0.004975124378109453,0,0.0,2.7916666666666665,621.8055555555555,No,0.0244
PRV56407,40,39500,987.5,10000,2.05,0.775,136.0,68.925,5,35,39,18,0.025,0,0.125,1.0256410256410255,1012.8205128205128,No,0.011
PRV56408,68,79570,1170.1470588235295,57000,1.75,0.75,52.26470588235294,71.1470588235294,3,65,25,14,0.0,0,0.04411764705882353,2.72,3182.8,No,0.0679
PRV56410,350,92530,264.37142857142857,3300,1.1914285714285715,0.0,2.942857142857143,74.22857142857143,0,350,172,20,0.002857142857142857,0,0.0,2.0348837209302326,537.9651162790698,No,0.0463
PRV56411,75,110650,1475.3333333333333,80000,1.76,0.12,60.96,70.84,4,71,35,15,0.0,0,0.05333333333333334,2.142857142857143,3161.4285714285716,No,0.1505
PRV56412,112,111360,994.2857142857143,21000,1.5357142857142858,0.4642857142857143,88.05357142857143,70.3125,9,103,77,12,0.017857142857142856,0,0.08035714285714286,1.4545454545454546,1446.2337662337663,No,0.0979
PRV56413,12,8650,720.8333333333334,3300,2.75,0.0,2.5,70.91666666666667,0,12,12,4,0.0,0,0.0,1.0,720.8333333333334,No,0.0014
PRV56414,27,5900,218.5185185185185,1500,0.14814814814814814,0.0,7.407407407407407,69.48148148148148,0,27,26,24,0.0,0,0.0,1.0384615384615385,226.92307692307693,No,0.0048
PRV56415,41,15990,390.0,6300,0.9512195121951219,0.0,5.121951219512195,73.26829268292683,0,41,41,20,0.024390243902439025,0,0.0,1.0,390.0,No,0.0031
PRV56416,1592,2744870,1724.1645728643216,57000,2.141959798994975,0.8618090452261307,142.5640703517588,70.00565326633166,214,1378,695,53,0.00628140703517588,1,0.13442211055276382,2.2906474820143883,3949.453237410072,Yes,0.9807
PRV56417,119,20230,170.0,3300,0.8319327731092437,0.0,1.7647058823529411,69.6470588235294,0,119,44,13,0.0,0,0.0,2.7045454545454546,459.77272727272725,No,0.0042
PRV56418,29,9790,337.58620689655174,2400,0.4827586206896552,0.0,0.0,69.27586206896552,0,29,27,14,0.0,0,0.0,1.0740740740740742,362.5925925925926,No,0.005
PRV56421,133,510750,3840.2255639097743,79000,2.601503759398496,2.045112781954887,346.2706766917293,70.86466165413533,46,87,100,43,0.03007518796992481,1,0.3458646616541353,1.33,5107.5,Yes,0.9198
PRV56423,12,15490,1290.8333333333333,9000,0.3333333333333333,0.25,178.0,73.5,2,10,10,9,0.0,0,0.16666666666666666,1.2,1549.0,No,0.0028
PRV56425,381,135450,355.51181102362204,12000,1.4173228346456692,0.12598425196850394,25.496062992125985,67.82152230971128,8,373,138,55,0.02099737532808399,1,0.02099737532808399,2.760869565217391,981.5217391304348,Yes,0.0909
PRV56426,436,127230,291.8119266055046,3300,1.385321100917431,0.0,2.8440366972477062,72.32339449541284,0,436,262,52,0.0045871559633027525,0,0.0,1.6641221374045803,485.6106870229008,No,0.0224
PRV56427,23,10460,454.7826086956522,3300,1.0,0.0,0.8695652173913043,70.65217391304348,0,23,20,13,0.0,0,0.0,1.15,523.0,No,0.0048
PRV56428,311,172930,556.0450160771704,32000,1.472668810289389,0.1382636655948553,29.562700964630224,71.9903536977492,8,303,151,19,0.0,1,0.02572347266881029,2.0596026490066226,1145.23178807947,Yes,0.5719
PRV56430,38,11130,292.89473684210526,2200,2.736842105263158,0.0,2.3684210526315788,74.47368421052632,0,38,36,13,0.0,0,0.0,1.0555555555555556,309.1666666666667,No,0.0015
PRV56432,25,54080,2163.2,19000,1.88,1.0,213.6,71.68,6,19,18,13,0.0,0,0.24,1.3888888888888888,3004.4444444444443,No,0.0238
PRV56433,121,39510,326.5289256198347,3300,1.6694214876033058,0.0,3.8016528925619837,71.53719008264463,0,121,114,71,0.008264462809917356,0,0.0,1.0614035087719298,346.57894736842104,No,0.0028
PRV56435,260,100030,384.7307692307692,17000,1.3192307692307692,0.08461538461538462,18.815384615384616,70.8923076923077,4,256,115,49,0.0038461538461538464,1,0.015384615384615385,2.260869565217391,869.8260869565217,Yes,0.4564
PRV56437,719,469300,652.712100139082,23000,1.7524339360222532,0.30180806675938804,58.82336578581363,71.62447844228095,39,680,329,9,0.004172461752433936,1,0.054242002781641166,2.185410334346505,1426.4437689969604,Yes,0.6664
PRV56438,133,827300,6220.300751879699,57000,4.097744360902255,2.8345864661654137,498.3157894736842,72.54887218045113,64,69,126,59,0.0,1,0.48120300751879697,1.0555555555555556,6565.873015873016,Yes,0.837
PRV56439,443,134960,304.65011286681715,3300,1.670428893905192,0.0,3.544018058690745,71.71106094808127,0,443,237,41,0.013544018058690745,0,0.0,1.869198312236287,569.451476793249,No,0.0207
PRV56440,89,29150,327.5280898876405,3300,0.7191011235955056,0.0,1.2359550561797752,72.68539325842697,0,89,72,16,0.0,0,0.0,1.2361111111111112,404.8611111111111,No,0.0015
PRV56441,35,3980,113.71428571428571,800,1.6,0.0,4.0,71.57142857142857,0,35,34,26,0.0,0,0.0,1.0294117647058822,117.05882352941177,No,0.0012
PRV56442,1330,1234150,927.9323308270676,57000,1.7533834586466166,0.3473684210526316,65.52932330827068,69.48571428571428,81,1249,611,82,0.010526315789473684,1,0.06090225563909774,2.176759410801964,2019.8854337152209,Yes,0.9221
PRV56444,1317,383140,290.91875474563403,10300,1.569476082004556,0.0,3.5611237661351556,71.55656795747912,0,1317,790,250,0.010630220197418374,1,0.0,1.6670886075949367,484.9873417721519,Yes,0.8934
PRV56445,55,215750,3922.7272727272725,21000,3.290909090909091,2.5636363636363635,623.0181818181818,72.92727272727272,32,23,50,23,0.03636363636363636,0,0.5818181818181818,1.1,4315.0,No,0.1886
PRV56447,170,50870,299.2352941176471,3300,0.9941176470588236,0.0,2.235294117647059,68.69411764705882,0,170,101,21,0.011764705882352941,1,0.0,1.683168316831683,503.66336633663366,Yes,0.2208
PRV56448,584,198950,340.6678082191781,3300,1.4349315068493151,0.0,3.8698630136986303,69.83047945205479,0,584,315,2,0.008561643835616438,0,0.0,1.853968253968254,631.5873015873016,No,0.0449
PRV56449,135,211880,1569.4814814814815,57000,2.637037037037037,0.7703703703703704,106.99259259259259,70.88888888888889,13,122,109,70,0.007407407407407408,0,0.0962962962962963,1.238532110091743,1943.8532110091744,No,0.1608
PRV56451,259,72950,281.66023166023166,2600,1.2046332046332047,0.0,2.0463320463320462,69.7915057915058,0,259,86,25,0.0,0,0.0,3.011627906976744,848.2558139534884,No,0.0468
PRV56452,110,63150,574.0909090909091,14000,1.3545454545454545,0.11818181818181818,40.29090909090909,71.91818181818182,4,106,82,46,0.03636363636363636,0,0.03636363636363636,1.3414634146341464,770.1219512195122,No,0.0148
PRV56453,115,43550,378.69565217391306,7030,1.2434782608695651,0.0,1.826086956521739,70.88695652173914,0,115,57,18,0.0,0,0.0,2.017543859649123,764.0350877192982,No,0.0067
PRV56454,159,43910,276.1635220125786,3300,0.49056603773584906,0.0,3.3333333333333335,70.19496855345912,0,159,86,37,0.0,0,0.0,1.8488372093023255,510.5813953488372,No,0.0113
PRV56455,13,4860,373.84615384615387,3300,1.6153846153846154,0.0,2.3076923076923075,66.23076923076923,0,13,12,5,0.07692307692307693,0,0.0,1.0833333333333333,405.0,No,0.0014
PRV56456,46,114710,2493.695652173913,14000,2.9130434782608696,1.6521739130434783,327.4347826086956,69.8695652173913,14,32,37,17,0.0,0,0.30434782608695654,1.2432432432432432,3100.2702702702704,No,0.2888
PRV56458,54,53410,989.074074074074,10000,1.2592592592592593,0.3333333333333333,122.55555555555556,67.51851851851852,7,47,48,24,0.0,0,0.12962962962962962,1.125,1112.7083333333333,No,0.0189
PRV56461,115,135180,1175.4782608695652,28000,1.2869565217391303,0.4782608695652174,94.52173913043478,71.01739130434783,10,105,103,74,0.0,0,0.08695652173913043,1.116504854368932,1312.4271844660195,No,0.0332
PRV56463,18,1660,92.22222222222223,400,2.2222222222222223,0.0,6.111111111111111,74.27777777777777,0,18,17,3,0.0,0,0.0,1.0588235294117647,97.6470588235294,No,0.0017
PRV56464,84,14920,177.61904761904762,3300,0.5595238095238095,0.0,3.2142857142857144,69.6547619047619,0,84,78,42,0.023809523809523808,0,0.0,1.0769230769230769,191.28205128205127,No,0.0093
PRV56466,56,8190,146.25,1300,1.0892857142857142,0.0,3.2142857142857144,72.83928571428571,0,56,45,15,0.0,0,0.0,1.2444444444444445,182.0,No,0.0069
PRV56467,349,95720,274.269340974212,3300,1.5530085959885387,0.0,2.6361031518624642,70.94555873925502,0,349,188,29,0.0,0,0.0,1.8563829787234043,509.1489361702128,No,0.0193
PRV56468,34,47270,1390.2941176470588,16000,2.4411764705882355,1.0588235294117647,157.05882352941177,72.3529411764706,5,29,32,18,0.029411764705882353,0,0.14705882352941177,1.0625,1477.1875,No,0.0234
PRV56469,131,430560,3286.7175572519086,57000,2.66412213740458,1.633587786259542,286.25954198473283,69.8473282442748,36,95,121,75,0.015267175572519083,0,0.2748091603053435,1.0826446280991735,3558.3471074380163,No,0.2841
PRV56470,37,35610,962.4324324324324,11000,1.2702702702702702,0.6216216216216216,147.83783783783784,70.67567567567568,5,32,26,13,0.0,0,0.13513513513513514,1.4230769230769231,1369.6153846153845,No,0.0387
PRV56471,43,10490,243.95348837209303,1700,2.395348837209302,0.0,4.4186046511627906,76.51162790697674,0,43,21,10,0.046511627906976744,0,0.0,2.0476190476190474,499.5238095238095,No,0.0245
PRV56473,55,71310,1296.5454545454545,16000,1.7636363636363637,1.0,139.01818181818183,74.16363636363636,7,48,50,38,0.01818181818181818,0,0.12727272727272726,1.1,1426.2,No,0.0189
PRV56474,31,13970,450.64516129032256,7000,0.9032258064516129,0.3870967741935484,38.96774193548387,70.90322580645162,1,30,27,10,0.0,0,0.03225806451612903,1.1481481481481481,517.4074074074074,No,0.0047
PRV56475,34,11180,328.8235294117647,3300,1.2058823529411764,0.0,0.0,68.11764705882354,0,34,18,11,0.0,0,0.0,1.8888888888888888,621.1111111111111,No,0.0013
PRV56476,4,6700,1675.0,6000,1.5,1.5,267.0,78.0,1,3,4,4,0.0,0,0.25,1.0,1675.0,No,0.0025
PRV56477,9,4460,495.55555555555554,3000,1.4444444444444444,0.0,7.777777777777778,68.22222222222223,0,9,8,6,0.0,0,0.0,1.125,557.5,No,0.0008
PRV56478,152,638850,4202.960526315789,57000,3.6973684210526314,2.6578947368421053,465.11842105263156,73.0592105263158,67,85,127,52,0.013157894736842105,0,0.4407894736842105,1.1968503937007875,5030.314960629921,No,0.454
PRV56479,140,38990,278.5,3300,1.5214285714285714,0.0,5.0,71.15,0,140,118,73,0.007142857142857143,0,0.0,1.1864406779661016,330.4237288135593,No,0.0039
PRV56480,21,3120,148.57142857142858,580,1.0952380952380953,0.0,3.3333333333333335,67.38095238095238,0,21,19,6,0.047619047619047616,0,0.0,1.105263157894737,164.21052631578948,No,0.0062
PRV56481,128,668910,5225.859375,40000,3.6953125,3.28125,618.609375,69.546875,78,50,85,28,0.0078125,1,0.609375,1.5058823529411764,7869.529411764706,Yes,0.8884
PRV56482,28,14780,527.8571428571429,5200,1.5,0.0,0.0,77.03571428571429,0,28,21,12,0.03571428571428571,0,0.0,1.3333333333333333,703.8095238095239,No,0.0035
PRV56483,32,25850,807.8125,7000,1.71875,0.21875,69.5625,71.15625,2,30,29,25,0.0,0,0.0625,1.103448275862069,891.3793103448276,No,0.0028
PRV56484,9,6980,775.5555555555555,3300,2.4444444444444446,0.0,0.0,72.66666666666667,0,9,9,7,0.0,0,0.0,1.0,775.5555555555555,No,0.0011
PRV56485,48,26790,558.125,10000,2.3125,0.0,25.166666666666668,69.75,1,47,22,5,0.041666666666666664,0,0.020833333333333332,2.1818181818181817,1217.7272727272727,No,0.0199
PRV56486,77,26220,340.5194805194805,8000,1.8181818181818181,0.0,3.5064935064935066,65.16883116883118,0,77,37,9,0.0,0,0.0,2.081081081081081,708.6486486486486,No,0.0037
PRV56487,27,12230,452.962962962963,9000,2.074074074074074,0.037037037037037035,50.2962962962963,69.44444444444444,1,26,27,18,0.0,0,0.037037037037037035,1.0,452.962962962963,No,0.005
PRV56489,21,9350,445.23809523809524,3300,1.7619047619047619,0.0,4.761904761904762,71.61904761904762,0,21,20,10,0.0,0,0.0,1.05,467.5,No,0.0068
PRV56490,14,78170,5583.571428571428,19000,2.2857142857142856,2.2857142857142856,762.8571428571429,73.21428571428571,11,3,14,5,0.07142857142857142,0,0.7857142857142857,1.0,5583.571428571428,No,0.0106
PRV56494,560,185430,331.125,3300,2.007142857142857,0.0,2.5892857142857144,70.94107142857143,0,560,257,32,0.0017857142857142857,0,0.0,2.178988326848249,721.5175097276265,No,0.1341
PRV56495,36,11750,326.3888888888889,3300,0.8055555555555556,0.0,6.111111111111111,69.08333333333333,0,36,23,3,0.027777777777777776,0,0.0,1.565217391304348,510.8695652173913,No,0.026
PRV56496,41,13620,332.1951219512195,3300,1.6829268292682926,0.0,3.1707317073170733,67.53658536585365,0,41,28,1,0.0,0,0.0,1.4642857142857142,486.42857142857144,No,0.0021
PRV56497,30,12540,418.0,3300,1.4666666666666666,0.0,2.3333333333333335,65.83333333333333,0,30,23,5,0.0,0,0.0,1.3043478260869565,545.2173913043479,No,0.0015
PRV56498,7,2510,358.57142857142856,2000,1.0,0.0,0.0,76.0,0,7,6,3,0.0,0,0.0,1.1666666666666667,418.3333333333333,No,0.0025
PRV56500,151,65010,430.5298013245033,8000,1.5695364238410596,0.0728476821192053,26.980132450331126,65.87417218543047,3,148,74,3,0.033112582781456956,0,0.019867549668874173,2.0405405405405403,878.5135135135135,No,0.02
PRV56501,232,175190,755.1293103448276,35000,1.6896551724137931,0.25862068965517243,25.04310344827586,70.29741379310344,6,226,126,15,0.004310344827586207,1,0.02586206896551724,1.8412698412698412,1390.3968253968253,Yes,0.4256
PRV56502,7,1410,201.42857142857142,700,1.1428571428571428,0.0,0.0,67.57142857142857,0,7,6,4,0.0,0,0.0,1.1666666666666667,235.0,No,0.0019
PRV56504,66,17090,258.93939393939394,3300,1.5606060606060606,0.0,3.0303030303030303,72.4090909090909,0,66,38,7,0.0,0,0.0,1.736842105263158,449.7368421052632,No,0.0011
PRV56507,42,260300,6197.619047619048,99000,3.8333333333333335,0.9523809523809523,206.5,68.5952380952381,7,35,26,10,0.0,0,0.16666666666666666,1.6153846153846154,10011.538461538461,No,0.2113
PRV56508,177,48580,274.4632768361582,3300,1.5593220338983051,0.0,2.0338983050847457,69.32203389830508,0,177,84,8,0.005649717514124294,0,0.0,2.107142857142857,578.3333333333334,No,0.0108
PRV56509,117,42370,362.13675213675214,3300,1.3333333333333333,0.0,1.623931623931624,70.2905982905983,0,117,55,7,0.0,0,0.0,2.1272727272727274,770.3636363636364,No,0.0053
PRV56510,9,800,88.88888888888889,300,0.0,0.0,2.2222222222222223,64.55555555555556,0,9,7,5,0.0,0,0.0,1.2857142857142858,114.28571428571429,No,0.0021
PRV56511,23,6060,263.4782608695652,2400,0.9130434782608695,0.0,4.3478260869565215,76.3913043478261,0,23,19,3,0.043478260869565216,0,0.0,1.2105263157894737,318.94736842105266,No,0.007
PRV56512,27,10050,372.22222222222223,2200,1.0740740740740742,0.0,2.2222222222222223,75.29629629629629,0,27,17,1,0.0,0,0.0,1.588235294117647,591.1764705882352,No,0.0032
PRV56514,6,1230,205.0,500,5.333333333333333,0.0,16.666666666666668,79.66666666666667,0,6,6,1,0.0,0,0.0,1.0,205.0,No,0.0025
PRV56515,7,2640,377.14285714285717,1900,0.14285714285714285,0.0,0.0,66.0,0,7,6,2,0.0,0,0.0,1.1666666666666667,440.0,No,0.0013
PRV56517,123,38170,310.3252032520325,4060,1.6504065040650406,0.0,3.008130081300813,70.85365853658537,0,123,96,3,0.0,0,0.0,1.28125,397.6041666666667,No,0.0032
PRV56518,2,900,450.0,600,0.0,0.0,0.0,81.5,0,2,2,2,0.0,0,0.0,1.0,450.0,No,0.0025
PRV56519,7,69000,9857.142857142857,19000,3.857142857142857,3.857142857142857,1068.0,75.0,7,0,7,1,0.0,0,1.0,1.0,9857.142857142857,No,0.0078
PRV56521,32,11840,370.0,3300,2.46875,0.0,0.0,68.1875,0,32,22,4,0.0,0,0.0,1.4545454545454546,538.1818181818181,No,0.0018
PRV56522,3,1700,566.6666666666666,1100,6.333333333333333,0.0,0.0,78.66666666666667,0,3,3,2,0.0,0,0.0,1.0,566.6666666666666,No,0.0012
PRV56523,21,6670,317.6190476190476,1400,0.9523809523809523,0.0,0.0,69.0,0,21,20,2,0.0,1,0.0,1.05,333.5,Yes,0.1283
PRV56524,3,120,40.0,60,5.666666666666667,0.0,0.0,80.33333333333333,0,3,3,1,0.0,0,0.0,1.0,40.0,No,0.0013
PRV56525,66,18830,285.3030303030303,3300,1.4242424242424243,0.0,2.121212121212121,68.36363636363636,0,66,45,1,0.0,0,0.0,1.4666666666666666,418.44444444444446,No,0.0019
PRV56526,32,9020,281.875,3300,1.9375,0.0,5.625,71.40625,0,32,26,1,0.0,0,0.0,1.2307692307692308,346.9230769230769,No,0.0021
PRV56527,57,19990,350.70175438596493,3300,0.8245614035087719,0.0,1.5789473684210527,70.10526315789474,0,57,30,1,0.0,0,0.0,1.9,666.3333333333334,No,0.0031
PRV56528,21,2400,114.28571428571429,1100,0.0,0.0,10.476190476190476,66.9047619047619,0,21,13,2,0.0,0,0.0,1.6153846153846154,184.6153846153846,No,0.0088
PRV56529,34,4970,146.1764705882353,1000,0.35294117647058826,0.0,3.235294117647059,70.82352941176471,0,34,30,3,0.0,0,0.0,1.1333333333333333,165.66666666666666,No,0.003
PRV56530,3,380,126.66666666666667,300,13.333333333333334,0.0,0.0,64.66666666666667,0,3,3,3,0.0,0,0.0,1.0,126.66666666666667,No,0.0011
PRV56531,5,300,60.0,100,0.0,0.0,0.0,66.0,0,5,5,1,0.0,0,0.0,1.0,60.0,No,0.0009
PRV56533,15,93000,6200.0,27000,4.2,4.2,996.8,69.53333333333333,15,0,15,2,0.0,0,1.0,1.0,6200.0,No,0.0381
PRV56535,67,17920,267.46268656716416,3300,0.8656716417910447,0.0,4.776119402985074,71.67164179104478,0,67,50,1,0.0,0,0.0,1.34,358.4,No,0.0022
PRV56536,65,17500,269.2307692307692,3300,2.0615384615384613,0.0,1.3846153846153846,74.07692307692308,0,65,34,1,0.015384615384615385,0,0.0,1.911764705882353,514.7058823529412,No,0.0045
PRV56537,104,22710,218.3653846153846,3300,1.3557692307692308,0.0,2.1153846153846154,69.8173076923077,0,104,74,2,0.0,0,0.0,1.4054054054054055,306.8918918918919,No,0.0158
PRV56538,23,4480,194.7826086956522,2200,0.8260869565217391,0.0,1.3043478260869565,69.30434782608695,0,23,11,1,0.0,0,0.0,2.090909090909091,407.27272727272725,No,0.0011
PRV56539,1,900,900.0,900,0.0,0.0,0.0,70.0,0,1,1,1,0.0,0,0.0,1.0,900.0,No,0.0016
PRV56540,1,0,0.0,0,5.0,5.0,1068.0,65.0,1,0,1,1,0.0,0,1.0,1.0,0.0,No,0.0016
PRV56541,54,584000,10814.814814814816,57000,6.0,6.0,1048.2222222222222,71.92592592592592,54,0,53,7,0.0,1,1.0,1.0188679245283019,11018.867924528302,Yes,0.6012
PRV56543,4,22000,5500.0,10000,3.0,3.0,1068.0,81.5,4,0,4,2,0.0,0,1.0,1.0,5500.0,No,0.0018
PRV56544,20,99630,4981.5,12000,3.8,2.8,854.4,72.1,18,2,20,2,0.0,0,0.9,1.0,4981.5,No,0.0335
PRV56545,1,7000,7000.0,7000,6.0,6.0,1068.0,64.0,1,0,1,1,0.0,0,1.0,1.0,7000.0,No,0.002
PRV56546,9,80000,8888.888888888889,29000,5.555555555555555,5.555555555555555,949.3333333333334,78.55555555555556,9,0,9,1,0.0,0,1.0,1.0,8888.888888888889,No,0.0229
PRV56547,7,60000,8571.42857142857,20000,4.714285714285714,4.714285714285714,1068.0,74.14285714285714,7,0,7,4,0.0,0,1.0,1.0,8571.42857142857,No,0.0151
PRV56548,8,124000,15500.0,66000,6.375,6.375,1068.0,69.25,8,0,7,2,0.0,0,1.0,1.1428571428571428,17714.285714285714,No,0.2946
PRV56549,2,14000,7000.0,10000,3.5,3.5,1068.0,78.5,2,0,2,1,0.0,0,1.0,1.0,7000.0,No,0.0011
PRV56550,80,554890,6936.125,55000,4.2875,4.0125,734.25,70.6875,55,25,65,20,0.0125,1,0.6875,1.2307692307692308,8536.76923076923,Yes,0.6905
PRV56551,36,14070,390.8333333333333,3300,1.9166666666666667,0.0,2.7777777777777777,66.22222222222223,0,36,30,6,0.0,0,0.0,1.2,469.0,No,0.0027
PRV56552,24,7390,307.9166666666667,2100,0.875,0.0,0.0,62.25,0,24,16,13,0.0,0,0.0,1.5,461.875,No,0.004
PRV56553,65,14620,224.92307692307693,3000,2.246153846153846,0.0,2.1538461538461537,73.73846153846154,0,65,38,16,0.015384615384615385,0,0.0,1.7105263157894737,384.7368421052632,No,0.0071
PRV56554,48,13810,287.7083333333333,3300,0.5416666666666666,0.0,3.9583333333333335,74.04166666666667,0,48,46,28,0.0,0,0.0,1.0434782608695652,300.2173913043478,No,0.0019
PRV56555,69,494800,7171.014492753623,38000,6.144927536231884,6.130434782608695,897.7391304347826,73.3623188405797,59,10,67,17,0.0,0,0.855072463768116,1.0298507462686568,7385.074626865671,No,0.1267
PRV56556,880,852530,968.7840909090909,32000,1.6875,0.4511363636363636,93.07045454545455,73.36818181818182,74,806,384,13,0.004545454545454545,0,0.08409090909090909,2.2916666666666665,2220.1302083333335,No,0.4069
PRV56557,65,22690,349.0769230769231,2900,2.923076923076923,0.0,1.3846153846153846,70.33846153846154,0,65,57,42,0.0,0,0.0,1.1403508771929824,398.0701754385965,No,0.0011
PRV56559,1113,345330,310.26954177897574,7060,1.4788858939802336,0.0,3.1176999101527403,72.09613656783468,0,1113,807,22,0.009883198562443846,0,0.0,1.379182156133829,427.9182156133829,No,0.0846
PRV56560,2313,3212000,1388.672719412019,57000,1.9917855598789451,0.6230004323389537,115.29615218331172,72.13878080415046,248,2065,919,27,0.012105490704712495,1,0.10722006052745352,2.516866158868335,3495.1033732317737,Yes,0.9827
PRV56562,37,48650,1314.8648648648648,30000,1.5675675675675675,0.08108108108108109,59.62162162162162,76.70270270270271,2,35,23,24,0.0,0,0.05405405405405406,1.608695652173913,2115.217391304348,No,0.0244
PRV56563,30,96890,3229.6666666666665,37000,1.0,0.9333333333333333,284.8,76.43333333333334,8,22,27,20,0.03333333333333333,0,0.26666666666666666,1.1111111111111112,3588.5185185185187,No,0.0379
